State/UT,District,Households_Rural,Households_Rural_Livable,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Livable,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Andhra Pradesh,Visakhapatnam,718847.0,213497.55899999998,23003.104,153833.258,660493.0,112283.81,7265.423000000001,551511.655
Andhra Pradesh,East Godavari,1199479.0,364641.61600000004,46779.681,563755.13,406362.0,84929.658,6908.154,354754.026
Andhra Pradesh,West Godavari,1007255.0,302176.5,48348.24,593273.195,248373.0,52406.70300000001,5464.206000000001,220306.85100000002
Andhra Pradesh,Krishna,909292.0,280061.936,40008.848000000005,511022.10400000005,567042.0,113975.44200000001,9639.714,527349.06
Andhra Pradesh,Guntur,1069877.0,331661.87,44934.834,497492.805,513113.0,112371.74699999999,9749.146999999999,442816.519
Andhra Pradesh,Prakasam,873486.0,260298.828,36686.412000000004,244576.08,214089.0,45386.867999999995,4281.78,165704.88600000003
Andhra Pradesh,Sri Potti Sriramulu Nellore,689137.0,192269.223,29632.891,175729.935,264376.0,43886.416000000005,5023.143999999999,208328.288
Andhra Pradesh,Y.S.R.,590589.0,129338.991,15355.314000000002,167727.27599999998,293504.0,54591.744000000006,3228.5440000000003,232161.664
Andhra Pradesh,Kurnool,783853.0,211640.31,25867.148999999998,216343.428,306982.0,64466.22,4297.748,223175.91400000002
Andhra Pradesh,Anantapur,902997.0,195950.349,26186.912999999997,198659.34,341431.0,71359.079,4438.603,260170.422
Andhra Pradesh,Chittoor,,,,,395900.0,58197.3,4750.8,322658.5
Karnataka,Belgaum,962777.0,370669.145,45250.519,178113.745,356198.0,90830.49,6767.762,257887.35200000004
Karnataka,Bagalkot,324799.0,139338.771,16889.548,23385.528000000002,165858.0,54567.282,6136.746,70489.65
Karnataka,Bijapur,396449.0,165319.233,26958.531999999996,19822.45,131041.0,36298.356999999996,3800.189,77969.395
Karnataka,Bidar,287134.0,162804.978,14356.7,25267.792,102269.0,30680.7,3068.07,69645.189
Karnataka,Raichur,330446.0,142752.67200000002,23461.666,33044.6,125402.0,38749.218,4514.472,63202.608
Karnataka,Koppal,272968.0,107549.39199999999,14194.336000000001,32756.16,64681.0,17269.827,2393.197,31305.604
Karnataka,Gadag,180066.0,75267.588,9183.366,16566.072,111906.0,39950.442,3804.8039999999996,47336.238
Karnataka,Dharwad,199707.0,80681.628,7788.572999999999,46132.317,283397.0,82185.13,5667.94,232385.54
Karnataka,Uttara Kannada,334281.0,160789.161,21393.984,169146.18600000002,140511.0,52410.602999999996,4496.352,113251.866
Karnataka,Haveri,315076.0,141469.124,15753.8,88851.43199999999,98488.0,29447.911999999997,2856.152,68646.136
Karnataka,Bellary,371604.0,148269.99599999998,20066.616,44964.083999999995,251876.0,72540.288,7556.28,159941.26
Karnataka,Chitradurga,349704.0,157366.8,20632.536,66793.464,97644.0,30953.147999999997,1952.88,72158.91600000001
Karnataka,Davanagere,354680.0,163507.48,20571.44,105694.64,176011.0,54035.377,4928.308,142392.899
Karnataka,Shimoga,352444.0,161419.35199999998,25728.411999999997,217810.392,201662.0,64935.164000000004,6453.184,176857.57400000002
Karnataka,Udupi,269817.0,93086.865,11332.314000000002,225567.012,115572.0,28893.0,2427.012,110949.12
Karnataka,Chikmagalur,311660.0,141805.3,17141.3,168608.06,80766.0,24633.63,2342.214,72204.804
Karnataka,Tumkur,685443.0,280346.187,39755.693999999996,125436.069,204799.0,57138.920999999995,5119.975,168959.175
Karnataka,Bangalore,300576.0,86565.888,7514.4,224830.848,2967384.0,590509.416,32641.224000000002,2872427.712
Karnataka,Mandya,458867.0,202819.21400000004,20649.015,126188.425,103435.0,31961.415,3206.485,88850.665
Karnataka,Hassan,496103.0,241602.16100000002,30758.386000000002,132459.501,132878.0,39464.766,3189.072,119457.32200000001
Karnataka,Dakshina Kannada,332919.0,135830.952,12318.003,293301.63899999997,317373.0,83469.099,5077.968000000001,309756.04799999995
Karnataka,Kodagu,181182.0,72472.8,8334.372,142771.416,31792.0,10618.528,1017.344,30838.24
Karnataka,Mysore,540596.0,259486.08,28651.588,145960.92,380386.0,108410.01,8368.492,358323.612
Karnataka,Chamarajanagar,262680.0,124773.0,18387.6,40452.72,57200.0,21392.8,2574.0,36779.6
Karnataka,Gulbarga,400704.0,173905.53599999996,14826.048,18031.68,199303.0,57399.264,2989.545,135924.646
Karnataka,Yadgir,207787.0,106386.944,11428.285,8934.841,55208.0,18991.552,1601.032,22193.616
Karnataka,Kolar,326567.0,133565.903,16654.917,83274.585,151042.0,47729.272000000004,2416.672,121135.68400000001
Karnataka,Chikkaballapura,315649.0,120893.567,15466.801000000001,72599.27,94053.0,26240.786999999997,1504.8480000000002,79286.67899999999
Karnataka,Bangalore Rural,231052.0,84333.98,8548.924,174444.26,95410.0,27764.31,1621.97,87109.33
Karnataka,Ramanagara,266950.0,116123.25,18152.6,74746.0,84834.0,29013.228000000003,2714.688,75078.09
Goa,North Goa,115859.0,26647.57,2085.462,79595.133,209230.0,41009.08,2301.53,178473.19
Goa,South Goa,88620.0,20737.079999999998,1772.4,65401.56,162873.0,39741.011999999995,2443.095,138767.796
Lakshadweep,Lakshadweep,5289.0,2161.0854,92.02860000000001,5186.3934,15953.0,2284.4696,76.5744,15587.6763
Kerala,Kasaragod,251641.0,80273.47899999999,19124.716,223457.208,166164.0,30740.34,4486.428000000001,160514.424
Kerala,Kannur,306288.0,95255.56800000001,18989.856,294955.344,566191.0,109841.05399999999,11890.011,557698.135
Kerala,Wayanad,266183.0,94228.78199999999,23956.47,244089.81100000002,11805.0,4722.0,649.275,11250.165
Kerala,Kozhikode,323793.0,87747.903,21370.338,314079.21,666543.0,128642.799,23995.548000000003,654545.226
Kerala,Malappuram,634543.0,175133.86800000002,26650.806,612333.995,522586.0,111310.81800000001,13064.65,514747.21
Kerala,Palakkad,665899.0,235728.24599999998,35958.546,587322.9180000001,228442.0,64192.202000000005,7538.585999999999,216791.458
Kerala,Thrissur,336748.0,118535.29600000002,17174.147999999997,326308.81200000003,715119.0,203808.915,29319.879,702961.9770000001
Kerala,Ernakulam,369694.0,109429.424,18484.7,358233.48600000003,804997.0,179514.331,24954.907000000003,791312.051
Kerala,Idukki,391610.0,172700.01,32503.630000000005,347358.07,20823.0,4893.405,291.522,20677.238999999998
Kerala,Kottayam,481967.0,168688.45,22170.481999999996,462688.32,196194.0,51991.41,5101.044,192662.508
Kerala,Alappuzha,331419.0,99094.281,25519.263000000003,301259.87100000004,392117.0,104695.239,25487.605,371334.799
Kerala,Pathanamthitta,414992.0,125327.584,20334.608,388847.50399999996,57848.0,13709.975999999999,1619.744,55534.08
Kerala,Kollam,523715.0,156590.785,39278.625,487054.95,401415.0,97945.26,22077.825,386964.06
Kerala,Thiruvananthapuram,559293.0,191278.206,57047.886,513990.26700000005,609824.0,157944.416,37199.263999999996,587260.512
Tamil Nadu,Thiruvallur,387237.0,125464.78799999999,12778.820999999998,109588.071,732196.0,132527.47600000002,7321.96,650190.048
Tamil Nadu,Kancheepuram,438799.0,139099.283,10092.377,128568.10700000002,774705.0,136348.08000000002,6197.64,663147.48
Tamil Nadu,Vellore,653499.0,181672.72199999998,15030.476999999999,125471.80799999999,486801.0,102228.21,7302.015,346602.31200000003
Tamil Nadu,Tiruvannamalai,563102.0,163299.58,12951.345999999998,70387.75,147061.0,27500.406999999996,1911.7930000000001,95736.711
Tamil Nadu,Viluppuram,808042.0,290895.12,16160.84,106661.54399999998,159272.0,37906.736000000004,2389.08,104482.43199999999
Tamil Nadu,Salem,572813.0,184445.78600000002,13174.698999999999,83630.698,597539.0,145799.516,7768.0070000000005,328048.91099999996
Tamil Nadu,Namakkal,370357.0,94070.67799999999,6666.4259999999995,115551.384,257127.0,62481.861000000004,3085.5239999999994,140391.342
Tamil Nadu,Erode,411286.0,117627.79600000002,8225.72,138603.382,432398.0,102910.724,4756.378000000001,275869.924
Tamil Nadu,The Nilgiris,112126.0,38795.596,2354.646,47429.297999999995,151979.0,55320.356,2887.6009999999997,89515.631
Tamil Nadu,Dindigul,443818.0,139802.67,7988.724,83881.602,269724.0,69858.516,3776.136,154821.576
Tamil Nadu,Karur,212241.0,61549.89,4669.302,48815.43,152420.0,30636.42,1371.78,102273.82
Tamil Nadu,Tiruchirappalli,452707.0,134906.686,10864.968,108649.68,423020.0,90526.28,5076.24,313880.84
Tamil Nadu,Perambalur,155413.0,46934.725999999995,3419.0860000000002,24244.428,33179.0,5607.251,298.61100000000005,18314.808
Tamil Nadu,Ariyalur,223955.0,84878.945,7614.47,31801.61,30322.0,8399.194,606.44,15555.185999999998
Tamil Nadu,Cuddalore,497429.0,193499.88099999996,11938.295999999998,98988.371,260780.0,68845.92,3911.7,178895.08
Tamil Nadu,Nagapattinam,399016.0,178360.15200000003,12768.512000000002,124492.992,118724.0,36804.44,2849.3759999999997,82750.62800000001
Tamil Nadu,Thiruvarur,321331.0,143956.288,13174.570999999998,101219.265,86848.0,24230.591999999997,1476.4160000000002,63225.344
Tamil Nadu,Thanjavur,479070.0,206479.17,21558.15,137972.16,274302.0,78724.674,5486.04,205177.89599999998
Tamil Nadu,Pudukkottai,399712.0,157886.24,16787.904000000002,70749.02399999999,104229.0,26161.479000000003,1667.6640000000002,72230.69699999999
Tamil Nadu,Sivaganga,309224.0,98024.00799999999,9276.72,73904.536,143193.0,31502.46,2004.7019999999998,112406.505
Tamil Nadu,Madurai,417718.0,134087.478,8772.078000000001,86467.62599999999,592723.0,102541.079,4741.784000000001,502629.104
Tamil Nadu,Theni,189328.0,66643.456,3975.888,46953.344000000005,221295.0,66167.205,2876.835,115073.4
Tamil Nadu,Virudhunagar,363782.0,98221.14,6184.294,53112.172,370942.0,71591.80600000001,3338.478,173971.798
Tamil Nadu,Ramanathapuram,290478.0,99924.43199999999,8714.34,65357.55,126761.0,31817.011000000002,2028.1760000000002,89493.266
Tamil Nadu,Thoothukkudi,336078.0,112586.13,6721.56,94773.996,300661.0,69753.352,3908.593,219783.191
Tamil Nadu,Tirunelveli,547962.0,166032.486,8767.392,181923.38400000002,516705.0,129692.955,5683.755,325007.445
Tamil Nadu,Kanniyakumari,104253.0,37114.068,2814.831,86634.24299999999,493788.0,162950.04,14813.64,436508.592
Tamil Nadu,Dharmapuri,396819.0,131347.089,9920.475,42459.633,91107.0,20954.61,1457.7120000000002,53753.13
Tamil Nadu,Krishnagiri,437988.0,143222.076,9635.736,84093.696,142552.0,26087.016,855.312,111618.216
Tamil Nadu,Coimbatore,284795.0,78033.83,4556.72,94836.735,884957.0,213274.63700000002,7079.656000000001,689381.5030000001
Tamil Nadu,Tiruppur,356886.0,98500.536,6067.062,110277.774,538022.0,126973.19200000001,3766.1539999999995,403516.5
Pondicherry,Pondicherry,87296.0,27847.424,2269.696,31251.967999999997,203741.0,38710.79,2444.892,168086.325
Pondicherry,Karaikal,35618.0,13107.423999999999,747.9780000000001,16954.168,33715.0,7080.15,404.58,25083.96
Andaman and Nicobar Islands,Nicobars,15958.0,3798.0040000000004,191.49599999999998,12910.022000000003,0.0,,,
Andaman and Nicobar Islands,North  and Middle Andaman,39091.0,17317.313,1055.457,18763.68,1094.0,611.5459999999999,72.204,613.734
Andaman and Nicobar Islands,South Andaman,34901.0,11691.835,1221.535,22580.947,50631.0,10835.034,607.572,44454.018
Nct Of Delhi,New Delhi,,,,,,15167.232,1948.5680000000002,41025.256
Nct Of Delhi,Central,,,,,,76594.521,6236.704000000001,176966.47599999997
West Bengal,Kolkata,,,,,,404204.75399999996,35318.862,1241392.594
Maharashtra,Mumbai Suburban,,,,,,834362.6590000001,43103.606,1684119.4630000002
Maharashtra,Mumbai,,,,,,290118.102,16609.815,741905.07
Telangana,Hyderabad,,,,,,203661.19900000002,9596.601,1050294.665
Tamil Nadu,Chennai,,,,,,228657.74999999997,11827.125,1256303.4999999998
Pondicherry,Yanam,,,,,,2389.926,108.633,12710.061000000002
Pondicherry,Mahe,,,,,,1913.38,133.21,11843.58
